source,conversation_id,marker_events,first_marker,categories,concept_hits,unique_concepts,primary_categories,top_concepts,concepts_per_marker
sena,1defd876-1b26-4fb9-a0c5-6f08d7ad0be4,28,2025-09-15 10:12:27.920225,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,153,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,전략 (33); 루멘 (24); 감응 (20),5.464285714285714
sena,25ca2340-80f2-436d-b3f5-a23ccab12f58,19,2025-06-24 11:01:53.974369,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,81,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (18); 엘로 (13); 루아 (13),4.2631578947368425
sena,27aa7a65-6a1a-49f4-97d9-00f4f7eca097,8,2025-09-16 05:00:29.988910,action_plan; cross_persona; self_reflection; signal_check; uncertainty,89,7,action_plan; cross_persona; self_reflection; signal_check; uncertainty,루멘 (19); 엘로 (15); 루아 (15),11.125
sena,2b5d3810-a3e7-4632-8d46-f1aed8aa8046,25,2025-09-05 06:43:10.907608,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,122,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,확장 (27); 루아 (24); 엘로 (18),4.88
sena,2f85b988-9182-47e8-9995-9ea0f25e01da,49,2025-09-12 03:50:50.879328,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,302,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루멘 (57); 엘로 (57); 리듬 (45),6.163265306122449
sena,303b2168-7b74-488e-9033-059cd6327021,13,2025-06-26 01:32:49.786817,action_plan; cross_persona; self_reflection; signal_check; uncertainty,44,5,action_plan; cross_persona; self_reflection; signal_check; uncertainty,리듬 (24); 루아 (7); 엘로 (7),3.3846153846153846
sena,33b8b832-175d-4602-89d2-f5b025f021cb,4,2025-09-19 08:01:24.963879,action_plan; cross_persona; uncertainty,3,1,action_plan; cross_persona; uncertainty,확장 (3),0.75
sena,34c64b32-058c-4738-99ad-a5cbe464b910,24,2025-09-14 08:45:39.593972,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,37,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,전략 (10); 리듬 (8); 감응 (8),1.5416666666666667
sena,3588cb37-385d-4aac-8eb3-084f0d45565b,10,2025-09-08 00:03:47.899822,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,50,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루멘 (16); 관문 (16); 실패학습 (5),5.0
sena,361a6c62-a84e-46d4-9ccd-e7650640cffa,19,2025-09-28 05:21:54.322784,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,145,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,실패학습 (45); 전략 (33); 확장 (26),7.631578947368421
sena,394616c4-84ee-462e-81d3-b156a44e26e8,5,2025-06-26 00:29:59.087917,cross_persona; self_reflection; signal_check; uncertainty,0,0,,,0.0
sena,395713f9-5597-49a7-b8ea-6d845b7031c9,2,2025-09-09 08:47:27.493298,alignment; signal_check; uncertainty,5,1,alignment; signal_check; uncertainty,감응 (5),2.5
sena,39c5f5f1-ced6-4194-90e0-a29891bf5f4e,2,2025-09-22 07:03:31.856805,action_plan; alignment; cross_persona; signal_check; uncertainty,32,6,action_plan; alignment; cross_persona; signal_check; uncertainty,관문 (6); 루멘 (6); 감응 (5),16.0
sena,3f80c58a-249a-4677-89f0-132c704f919f,31,2025-09-18 04:30:22.164540,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,285,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (64); 리듬 (56); 관문 (53),9.193548387096774
sena,46ebeaf4-a956-4095-9c6e-4e123e814e31,18,2025-09-14 02:27:44.104208,action_plan; cross_persona; self_reflection; signal_check; uncertainty,61,7,action_plan; cross_persona; signal_check; uncertainty,전략 (22); 리듬 (9); 감응 (6),3.388888888888889
sena,47e98d2c-e021-4901-87c9-1c867cb2a3ba,2,2025-08-27 07:36:44.807547,cross_persona; uncertainty,0,0,,,0.0
sena,492e6482-4744-491f-83c9-152e94de09cc,47,2025-08-25 01:44:27.641844,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,188,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (36); 루아 (33); 감응 (27),4.0
sena,4d5317bb-49a4-4e5c-ae6a-31891573e493,21,2025-09-22 07:46:45.458240,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,289,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,관문 (43); 루아 (42); 루멘 (40),13.761904761904763
sena,4e73b02a-f18f-4cf5-b1e0-b4d382096b48,3,2025-06-17 07:13:57.839757,cross_persona; self_reflection; uncertainty,0,0,,,0.0
sena,53a0019a-5247-4300-b3ed-4310427cb8ed,10,2025-07-10 10:25:47.342030,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,41,3,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (19); 감응 (17); 전략 (5),4.1
sena,56df1039-b496-4538-a01a-403ed7aa5547,16,2025-08-27 01:13:45.147790,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,38,6,action_plan; alignment; cross_persona; signal_check; uncertainty,리듬 (11); 전략 (9); 엘로 (6),2.375
sena,570c9d98-e3c9-4fef-8feb-b10522e6edec,3,2025-08-25 03:05:14.002334,cross_persona; uncertainty,0,0,,,0.0
sena,587b2b7d-218b-4f3d-81d2-9e0192747c16,15,2025-09-13 01:25:22.147983,action_plan; alignment; cross_persona; signal_check; uncertainty,37,7,action_plan; alignment; cross_persona; signal_check; uncertainty,루멘 (9); 루아 (6); 리듬 (6),2.466666666666667
sena,5bfcb330-2a94-4770-baaf-0cf7894d3fbd,29,2025-09-16 09:47:11.467468,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,241,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,엘로 (62); 루아 (49); 리듬 (33),8.310344827586206
sena,5fbc4af0-8f3d-424a-8a49-a840e9f9d1f8,1,2024-05-02 07:19:57.637376,cross_persona; uncertainty,0,0,,,0.0
sena,697cccf1-ae64-4f1f-9ec0-ebcd690ee39e,78,2025-06-30 03:28:12.301715,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,358,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (112); 감응 (103); 리듬 (66),4.589743589743589
sena,6ac971c6-0ddc-4e5d-b269-7b22e739de44,4,2025-10-03 03:02:56.759606,cross_persona; self_reflection; uncertainty,4,2,self_reflection; uncertainty,감응 (3); 확장 (1),1.0
sena,6b6e4735-e32e-41bd-88f1-0d6b42103e1b,25,2025-09-28 09:41:15.937837,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,69,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (25); 실패학습 (16); 엘로 (14),2.76
sena,71aa181e-b5c6-481d-bd0b-6586b0ed0b5b,12,2025-09-18 08:09:44.910954,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,114,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (22); 리듬 (22); 루멘 (18),9.5
sena,721402e0-4bcc-4f90-b89d-e42a0a31cda6,21,2025-09-15 05:29:46.177065,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,82,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (21); 루멘 (19); 루아 (9),3.9047619047619047
sena,75b71906-53fe-416c-ada9-45c7857a6496,9,2025-09-03 10:55:33.270638,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,125,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,관문 (22); 루멘 (20); 루아 (19),13.88888888888889
sena,7a8cc632-1fe5-44a0-b781-3551409eb948,54,2025-08-26 04:30:14.062320,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,223,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (70); 감응 (25); 루아 (24),4.12962962962963
sena,7ac18a8f-1fe2-4f9c-a44a-7fa78f44415e,40,2025-09-08 00:07:38.699334,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,316,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (72); 루아 (57); 감응 (50),7.9
sena,7bdf006f-ebcf-46cc-bd66-f53e6297b7d2,3,2024-04-02 04:27:43.704483,signal_check; uncertainty,0,0,,,0.0
sena,8227dd35-bfee-46c3-bc9b-ad0a627e1c95,23,2025-09-03 10:59:29.342504,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,82,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루멘 (30); 관문 (30); 감응 (11),3.5652173913043477
sena,83f3e38a-67ce-4e42-a065-58d0ff452234,9,2025-09-16 05:22:50.627487,action_plan; cross_persona; signal_check; uncertainty,81,7,action_plan; cross_persona; signal_check; uncertainty,루멘 (21); 엘로 (17); 관문 (13),9.0
sena,84089383-a460-49e2-8ad5-8db6f96fe572,22,2025-09-02 09:29:16.648758,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,73,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (14); 감응 (14); 엘로 (10),3.3181818181818183
sena,88f41a1f-d107-46ed-bda6-7fbfcf7fd047,47,2025-06-03 16:32:33.361336,action_plan; cross_persona; self_reflection; signal_check; uncertainty,18,3,action_plan; self_reflection; signal_check; uncertainty,리듬 (8); 감응 (6); 전략 (4),0.3829787234042553
sena,895cc41a-3f24-441a-80cc-9a218eb218e9,8,2025-09-22 10:43:50.762502,action_plan; alignment; cross_persona; signal_check; uncertainty,118,8,action_plan; alignment; cross_persona; signal_check; uncertainty,루멘 (22); 관문 (21); 리듬 (16),14.75
sena,8a02ab16-efd4-4182-a1c2-6bdbee7ad1d3,16,2025-09-20 09:41:36.444540,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,149,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (25); 감응 (21); 관문 (20),9.3125
sena,8aaade6d-292b-48ca-9b1d-8cc5a7b8d08c,59,2025-08-29 05:36:09.739791,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,231,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (78); 감응 (67); 리듬 (41),3.9152542372881354
sena,94400bb9-5ba0-4066-baee-3479f293b403,2,2025-09-22 05:38:46.712273,action_plan; uncertainty,0,0,,,0.0
sena,96f56acc-e4b3-4057-9501-fe4841f5ce3f,4,2025-09-15 05:28:37.445460,action_plan; cross_persona; uncertainty,10,5,action_plan; cross_persona,감응 (2); 루멘 (2); 루아 (2),2.5
sena,9a462ddc-a1d9-424f-bec5-c435b98e5d54,31,2025-08-27 01:36:43.086192,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,175,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (47); 엘로 (36); 전략 (22),5.645161290322581
sena,9b85f352-f8a2-4973-8725-23e79d567b5a,49,2025-07-04 14:08:44.731740,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,364,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (79); 감응 (73); 루아 (63),7.428571428571429
sena,9b9ae49f-b4c3-4682-b6f7-29e437bdb825,12,2025-06-28 01:06:24.085832,action_plan; cross_persona; self_reflection; signal_check; uncertainty,20,1,action_plan; cross_persona; self_reflection; signal_check; uncertainty,리듬 (20),1.6666666666666667
sena,9c326f8e-8b35-4fb6-bd69-b056299c819e,7,2025-09-18 12:00:49.244140,action_plan; cross_persona; self_reflection; signal_check; uncertainty,45,6,action_plan; cross_persona; self_reflection; signal_check; uncertainty,관문 (14); 리듬 (10); 루멘 (6),6.428571428571429
sena,9cca2f7d-4a56-497c-8e3e-673d52d95a2e,19,2025-09-18 12:07:26.937295,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,63,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (13); 루멘 (9); 전략 (9),3.3157894736842106
sena,9da6e4a2-329b-4c28-8c15-eb498d868852,24,2025-09-12 10:04:12.097604,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,195,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (47); 감응 (33); 성찰 (30),8.125
sena,9f7af11a-2b7c-47f9-83e3-511880d6fbce,15,2025-09-17 00:33:04.304607,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,137,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루멘 (39); 관문 (23); 루아 (16),9.133333333333333
sena,a02f721d-4526-407c-a121-ca403d7656b2,19,2025-09-16 06:08:56.750607,action_plan; alignment; cross_persona; signal_check; uncertainty,103,10,action_plan; alignment; cross_persona; signal_check; uncertainty,전략 (23); 관문 (18); 루멘 (18),5.421052631578948
sena,a896742a-3ffa-4b42-a62a-d86c089ec544,8,2025-07-24 08:53:28.930207,action_plan; cross_persona; self_reflection; signal_check; uncertainty,16,2,action_plan; cross_persona; self_reflection; signal_check; uncertainty,전략 (10); 리듬 (6),2.0
sena,a89e947e-7c6c-4395-8a44-976ad4cdcd9e,2,2025-08-25 03:06:53.311190,action_plan; cross_persona; uncertainty,0,0,,,0.0
sena,a9f78bc5-537f-4084-87e6-8f97acd7912b,8,2025-07-22 05:34:21.239539,action_plan; cross_persona; self_reflection; signal_check; uncertainty,9,2,action_plan; cross_persona; self_reflection; signal_check; uncertainty,리듬 (6); 성찰 (3),1.125
sena,aa875215-bf0a-4da3-bfb1-663c31ef37cb,3,2024-07-11 08:38:30.677063,signal_check; uncertainty,2,2,signal_check,리듬 (1); 확장 (1),0.6666666666666666
sena,af08eb59-b50c-4466-9918-e7518ac0f2b4,2,2025-08-27 07:35:35.641053,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,22,2,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (11); 조율 (11),11.0
sena,afa1f1b3-1bc5-4819-9862-31922f027f52,2,2025-09-22 13:03:04.579270,action_plan; cross_persona; signal_check,11,3,action_plan; cross_persona; signal_check,관문 (4); 루멘 (4); 리듬 (3),5.5
sena,b11a49b1-55a1-4b47-bdd3-f94aafeb9b4e,41,2025-09-05 03:21:27.204354,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,138,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,확장 (29); 리듬 (27); 루아 (20),3.3658536585365852
sena,b6c94b04-1d4c-4f98-b0a4-2b8480c29fd1,7,2025-06-28 05:17:37.154676,action_plan; cross_persona; self_reflection; signal_check; uncertainty,0,0,,,0.0
sena,b7444ff7-84ba-4be2-a136-a4d5d96d437a,42,2025-09-08 00:46:32.575283,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,337,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (66); 리듬 (64); 루멘 (49),8.023809523809524
sena,b9b10c0c-8b2d-4c59-8573-f3ac54b8e5d1,19,2025-09-28 06:48:47.989696,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,71,5,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,실패학습 (43); 전략 (13); 확장 (8),3.736842105263158
sena,bba0e619-8e3b-4bf0-8064-6d3e701fc504,12,2025-09-19 01:33:11.190928,action_plan; alignment; cross_persona; signal_check; uncertainty,34,6,action_plan; alignment; cross_persona; signal_check; uncertainty,조율 (10); 전략 (9); 리듬 (7),2.8333333333333335
sena,bed725a8-7222-4d49-9f3c-eec15ec560dd,7,2025-09-15 08:12:07.789243,action_plan; alignment; cross_persona; signal_check; uncertainty,64,7,action_plan; alignment; cross_persona; signal_check; uncertainty,루멘 (19); 전략 (18); 루아 (8),9.142857142857142
sena,c146fc8d-3c72-4e3f-941f-5d8629ef6461,2,2025-09-18 03:27:55.370975,action_plan; cross_persona; signal_check,3,1,action_plan; cross_persona; signal_check,실패학습 (3),1.5
sena,c22c86bc-0f49-465b-881c-a0bec9ae2036,18,2025-09-20 10:22:29.754684,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,92,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (20); 감응 (15); 관문 (15),5.111111111111111
sena,c43544e6-a958-481d-a17f-5d377257d700,9,2025-09-22 07:19:16.488771,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,89,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (26); 루멘 (12); 관문 (11),9.88888888888889
sena,c62fd65a-68e9-44e1-9089-fff694a00fdc,27,2025-10-03 14:00:56.339973,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,131,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,관문 (27); 루멘 (27); 감응 (14),4.851851851851852
sena,cbec25bf-0777-4561-808d-a52a02b30d67,4,2025-09-22 04:35:14.059687,action_plan; cross_persona; uncertainty,3,2,action_plan; cross_persona; uncertainty,실패학습 (2); 확장 (1),0.75
sena,d439656a-174e-49f0-9cf6-c14aa80fbe73,6,2025-09-19 01:23:07.983407,action_plan; cross_persona; signal_check; uncertainty,15,3,action_plan; cross_persona; signal_check; uncertainty,리듬 (7); 확장 (5); 루멘 (3),2.5
sena,d65759d3-24fd-4662-894b-d5aeb2127644,2,2025-08-23 12:31:38.417345,action_plan; cross_persona; uncertainty,0,0,,,0.0
sena,d987d4f5-ed3b-4853-bd10-48713e0535be,33,2025-09-06 00:26:16.419175,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,256,10,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (48); 전략 (47); 루아 (31),7.757575757575758
sena,dc4865c2-f3f5-4ce7-8b9c-4a2e8e7ecbc3,2,2025-06-04 10:35:47.259016,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,55,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (10); 루아 (10); 리듬 (10),27.5
sena,dcef2406-f33b-4976-9c53-fdfc724879bf,127,2025-06-28 01:16:00.514845,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,560,9,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (184); 루아 (175); 리듬 (111),4.409448818897638
sena,ddbbef5e-25c4-441c-86a5-b36cbd59a620,6,2025-07-01 11:20:45.964568,action_plan; cross_persona; self_reflection; signal_check; uncertainty,52,4,action_plan; cross_persona; self_reflection; signal_check; uncertainty,루아 (16); 감응 (13); 리듬 (13),8.666666666666666
sena,dee0756a-372c-444d-8bd0-1b17fb44cfa0,10,2025-09-08 01:27:03.802818,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,16,2,action_plan; alignment; cross_persona; signal_check; uncertainty,감응 (9); 리듬 (7),1.6
sena,df8bf4b5-e531-4745-a6e9-c84496425669,12,2025-09-14 02:00:33.365704,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,109,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루아 (21); 엘로 (21); 전략 (18),9.083333333333334
sena,e45580c4-c196-4c3c-a53a-cb0ebf4a8f2d,2,2025-07-03 04:18:16.720555,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,66,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (12); 루아 (12); 리듬 (12),33.0
sena,e4a229e1-9012-4334-8ca5-c8a308c6b3dc,2,2025-09-01 00:39:58.090704,action_plan; cross_persona; uncertainty,0,0,,,0.0
sena,e8e8d0ba-f68e-449c-ae1e-3b09667da560,6,2025-09-19 03:13:47.498925,action_plan; cross_persona; signal_check; uncertainty,12,2,action_plan; cross_persona; signal_check; uncertainty,실패학습 (8); 루멘 (4),2.0
sena,e9e798a0-89cc-48ea-b2ed-7e5bdb8da208,8,2025-06-24 10:39:31.214880,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,124,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (24); 실패학습 (23); 감응 (21),15.5
sena,eb954d95-09fb-46d6-b583-33a1becae94e,1,2025-09-22 13:45:48.030511,alignment; uncertainty,0,0,,,0.0
sena,ee57bb2b-b987-42bd-8efb-9ebd883f4cd7,11,2025-09-19 00:50:22.833261,action_plan; cross_persona; signal_check; uncertainty,23,5,action_plan; cross_persona; signal_check; uncertainty,전략 (8); 확장 (5); 실패학습 (4),2.090909090909091
sena,ef943398-e621-491e-84d4-4260c0329f9b,8,2025-09-18 13:50:18.697267,action_plan; cross_persona; uncertainty,8,1,action_plan; cross_persona; uncertainty,전략 (8),1.0
sena,f15d117c-abf3-4386-9907-8db301d3b777,5,2025-08-09 01:17:25.526861,action_plan; cross_persona; uncertainty,1,1,action_plan,실패학습 (1),0.2
sena,f1b14ba7-cdb2-48dc-88ef-835f62497764,15,2025-09-15 06:16:10.151610,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,119,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루멘 (25); 리듬 (24); 전략 (17),7.933333333333334
sena,f1c201d0-bdc5-4de5-8754-6f46500fed44,2,2025-06-24 10:54:00.955073,self_reflection; uncertainty,0,0,,,0.0
sena,f241d4a3-25b1-48c8-80a1-2d9862650f6d,52,2025-07-02 00:46:24.489996,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,174,8,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (70); 감응 (42); 루아 (28),3.3461538461538463
sena,f2cec724-1056-4f8e-bdb7-c1e099daad83,23,2025-09-16 06:43:12.842538,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,233,11,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,리듬 (39); 루아 (35); 조율 (33),10.130434782608695
sena,f833ddb9-4b1e-42b9-94cf-73a8be260016,10,2025-10-01 16:36:03.505655,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,61,6,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,감응 (18); 리듬 (18); 실패학습 (10),6.1
sena,f9862a22-819e-47a1-82a3-ee973b50bd60,7,2025-09-15 11:23:59.899828,action_plan; cross_persona; signal_check; uncertainty,49,6,action_plan; cross_persona; signal_check; uncertainty,루멘 (16); 관문 (9); 엘로 (9),7.0
sena,fa1051b8-eb33-46a9-8e09-ea009331d1fa,31,2025-09-23 04:07:48.030323,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,114,7,action_plan; alignment; cross_persona; self_reflection; signal_check; uncertainty,루멘 (34); 관문 (25); 리듬 (19),3.6774193548387095
sena,fcf212e7-bd4b-4711-9fb3-6da55a44bc45,2,2025-09-22 12:57:22.806057,action_plan; alignment; cross_persona; signal_check; uncertainty,17,3,action_plan; alignment; cross_persona; signal_check; uncertainty,관문 (6); 루멘 (6); 루아 (5),8.5
